fromaccount,toaccount,syscode,timestamp,amount
A12955,1000055,38,2014/9/12 18:13,400
A12955,1000055,38,2014/9/14 17:24,732
A12955,1000056,38,2014/9/14 11:31,566
A12955,1000056,38,2014/9/14 11:35,820
A12955,1000016,28,2014/9/14 20:27,7860
A12955,1000056,38,2014/9/14 11:34,766
A12955,1000213,38,2014/9/14 16:43,1300
A12955,1000055,38,2014/9/14 11:42,300
A12955,1000057,38,2014/9/14 16:46,160
A12955,1000055,38,2014/9/14 16:49,1300
A12955,1000057,38,2014/9/14 16:51,200
A12955,1000136,38,2014/9/15 11:44,260
A12955,1000212,38,2014/9/15 11:25,600
A12955,1000213,38,2014/9/15 11:21,600
A12955,1000055,38,2014/9/15 11:40,1032
A12955,1000057,38,2014/9/15 11:18,160
A12955,1000057,38,2014/9/15 11:18,150
A12955,1000057,38,2014/9/15 17:08,80
A12955,1000213,38,2014/9/15 17:21,800
A12955,1000055,38,2014/9/15 17:28,300
A12955,1000057,38,2014/9/15 17:32,310
A12955,1000213,38,2014/9/15 17:04,2400
A12955,1000212,38,2014/9/15 17:07,300
A12955,1000210,38,2014/9/16 17:31,800
A12955,1000055,38,2014/9/16 17:35,2098
A12955,1000212,38,2014/9/16 17:52,850
A12955,1000055,38,2014/9/16 17:38,1000
A12955,1000055,38,2014/9/17 11:41,600
A12955,1000213,38,2014/9/17 11:32,800
A12955,1000057,38,2014/9/17 11:31,300
A12955,1000055,38,2014/9/17 11:37,1532
A12955,1000055,38,2014/9/17 11:41,800
A12955,1000212,38,2014/9/17 11:31,600
A12955,1000181,38,2014/9/17 17:23,1090
A12955,1000185,38,2014/9/17 17:21,400
A12955,1000182,38,2014/9/17 17:19,800
A12955,1000182,38,2014/9/17 17:21,700
A12955,1000182,38,2014/9/17 17:22,900
A12955,1000011,30,2014/9/17 18:21,300
A12955,1000011,30,2014/9/17 18:10,600
A12955,1000055,38,2014/9/18 11:56,666
A12955,1000183,38,2014/9/18 17:37,1200
A12955,1000182,38,2014/9/18 17:35,700
A12955,1000016,28,2014/9/18 19:07,4850
A12955,1000182,38,2014/9/18 17:35,800
A12955,1000055,38,2014/9/19 11:16,1044
A12955,1000016,28,2014/9/19 16:13,15540
A12955,1000002,99,2014/9/19 16:42,544
A12955,1000016,28,2014/9/19 17:00,4880
A12955,1000011,30,2014/9/19 18:06,500
A12955,1000003,30,2014/9/19 18:08,150
A12955,1000057,38,2014/9/20 8:33,420
A12955,1000060,38,2014/9/21 17:03,700
A12955,1000186,38,2014/9/21 17:02,1200
A12955,1000233,36,2014/9/22 7:49,300
A12955,1000027,34,2014/9/22 11:49,622
A12955,1000233,36,2014/9/22 7:50,50
A12955,1000031,34,2014/9/22 17:51,500
A12955,1000037,34,2014/9/22 12:22,200
A12955,1000233,36,2014/9/23 7:48,150
A12955,1000233,36,2014/9/23 7:48,50
A12955,1000233,36,2014/9/24 7:55,200
A13072,1000211,38,2014/9/9 17:37,1000
A13072,1000095,64,2014/9/10 16:39,22
A13072,1000095,64,2014/9/10 16:42,14
A13072,1000095,64,2014/9/10 16:44,20
A13072,1000210,38,2014/9/10 11:54,900
A13072,1000060,38,2014/9/10 17:22,800
A13072,1000182,38,2014/9/10 17:23,400
A13072,1000186,38,2014/9/11 17:43,1100
A13072,1000057,38,2014/9/11 8:19,390
A13072,1000211,38,2014/9/11 11:29,1300
A13072,1000210,38,2014/9/12 11:33,900
A13072,1000095,64,2014/9/13 21:46,19
A13072,1000233,36,2014/9/13 8:22,300
A13072,1000095,64,2014/9/13 21:42,27
A13072,1000095,64,2014/9/13 21:44,19
A13072,1000057,38,2014/9/14 8:30,350
A13072,1000095,64,2014/9/14 20:50,20
A13072,1000016,28,2014/9/14 20:18,220
A13072,1000016,28,2014/9/14 16:32,120
A13072,1000031,34,2014/9/15 8:24,180
A13072,1000031,34,2014/9/16 16:57,450
A13072,1000031,34,2014/9/16 16:59,240
A13072,1000061,33,2014/9/17 11:21,766
A13072,1000057,38,2014/9/17 8:40,550
A13104,1000143,81,2014/11/19 18:02,1045
A13104,1000143,81,2014/11/29 8:30,285
A13104,1000143,81,2014/12/31 7:51,190
A13104,1000143,81,2014/12/31 15:08,1235
A13104,1000143,81,2014/12/15 18:07,990
A13104,1000143,81,2014/12/8 17:30,475
A13104,1000143,81,2014/12/10 11:58,190
A13104,1000143,81,2014/12/1 12:59,523
A13104,1000143,81,2015/1/4 22:11,380
A13104,1000143,81,2015/1/11 9:02,361
A13114,1000027,34,2014/9/1 11:16,816
A13114,1000027,34,2014/9/1 17:51,666
A13114,1000027,34,2014/9/3 17:32,766
A13114,1000027,34,2014/9/3 17:32,150
A13114,1000027,34,2014/9/3 17:36,150
A13114,1000030,34,2014/9/4 8:52,200
A13114,1000055,38,2014/9/4 11:03,844
A13114,1000027,34,2014/9/4 17:42,866
A13114,1000027,34,2014/9/4 17:47,150
A13114,1000030,34,2014/9/7 8:20,200
A13114,1000027,34,2014/9/7 11:22,866
A13114,1000095,64,2014/9/7 1:05,200
A13114,1000031,34,2014/9/10 17:42,300
A13114,1000027,34,2014/9/10 17:30,716
A13114,1000027,34,2014/9/11 17:04,716
A13114,1000187,38,2014/9/11 11:10,990
A13114,1000095,64,2014/9/11 1:24,200
A13114,1000060,38,2014/9/11 11:10,200
A13114,1000027,34,2014/9/12 11:23,744
A13114,1000030,34,2014/9/12 8:39,200
A13114,1000215,34,2014/9/12 17:30,1200
A13114,1000215,34,2014/9/12 17:42,500
A13114,1000095,64,2014/9/13 16:52,200
A13114,1000095,64,2014/9/13 16:52,92
A13114,1000027,34,2014/9/13 17:15,550
A13116,1000095,22,2014/9/1 22:29,128
A13116,1000057,38,2014/9/2 7:33,320
A13116,1000095,22,2014/9/2 22:33,144
A13116,1000095,22,2014/9/4 1:01,140
A13116,1000095,22,2014/9/10 1:11,140
A13116,1000095,22,2014/9/10 1:11,88
A13116,1000159,38,2014/9/12 11:38,722
A13116,1000057,38,2014/9/12 9:34,600
A13116,1000159,38,2014/9/12 11:38,922
A13116,1000095,22,2014/9/14 11:55,91
A13116,1000095,22,2014/9/14 11:40,124
A13116,1000159,38,2014/9/14 17:54,500
A13116,1000060,38,2014/9/14 17:51,200
A13116,1000060,38,2014/9/14 17:51,450
A13116,1000095,22,2014/9/14 11:47,33
A13116,1000060,38,2014/9/14 17:54,200
A13116,1000095,22,2014/9/14 16:42,120
A13116,1000095,22,2014/9/14 10:20,20
A13116,1000213,38,2014/9/14 12:49,1200
A13116,1000095,22,2014/9/14 10:16,6
A13116,1000095,22,2014/9/14 10:11,30
A13116,1000095,22,2014/9/14 10:13,8
A13116,1000055,38,2014/9/15 11:40,900
A13116,1000095,22,2014/9/15 22:14,140
A13116,1000057,38,2014/9/15 7:37,300
A13116,1000057,38,2014/9/15 7:37,300
A13116,1000210,38,2014/9/15 17:13,800
A13116,1000095,22,2014/9/16 21:40,20
A13116,1000095,22,2014/9/16 21:35,12
A13116,1000095,22,2014/9/16 21:36,8
A13116,1000057,38,2014/9/16 7:55,840
A13116,1000057,38,2014/9/17 8:20,790
A13116,1000159,38,2014/9/17 11:23,1522
A13116,1000213,38,2014/9/17 17:10,800
A13116,1000095,22,2014/9/18 17:01,198
A13116,1000159,38,2014/9/18 17:40,422
A13116,1000060,38,2014/9/18 17:36,400
A13116,1000159,38,2014/9/18 17:39,600
A13116,1000057,38,2014/9/19 8:13,270
A13116,1000057,38,2014/9/19 8:13,420
A13116,1000159,38,2014/9/19 12:07,1044
A13116,1000183,38,2014/9/19 17:32,1000
A13116,1000055,38,2014/9/20 17:11,844
A13116,1000055,38,2014/9/20 17:11,822
A13116,1000031,34,2014/9/21 17:36,500
A13116,1000027,34,2014/9/21 17:39,450
A13116,1000027,34,2014/9/21 17:39,622
A13116,1000181,38,2014/9/21 11:48,1090
A13116,1000181,38,2014/9/21 11:47,1090
A13116,1000057,38,2014/9/21 8:23,350
A13116,1000057,38,2014/9/21 8:23,400
A13116,1000057,38,2014/9/22 7:54,720
A13116,1000159,38,2014/9/22 11:40,744
A13116,1000011,30,2014/9/22 16:49,550
A13116,1000095,22,2014/9/23 17:17,88
A13116,1000095,22,2014/9/23 17:10,65
A13116,1000159,38,2014/9/24 12:04,900
A13116,1000159,38,2014/9/24 17:26,622
A13116,1000095,22,2014/9/25 19:08,8
A13116,1000057,38,2014/9/25 8:07,300
A13116,1000095,22,2014/9/25 19:13,33
A13116,1000095,22,2014/9/25 19:06,16
A13116,1000159,38,2014/9/25 11:40,822
A13116,1000095,22,2014/9/26 1:28,46
A13116,1000095,22,2014/9/26 1:28,99
A13116,1000136,38,2014/9/26 12:04,1470
A13116,1000213,38,2014/9/26 11:46,800
A13116,1000159,38,2014/9/26 17:29,622
A13116,1000159,38,2014/9/27 11:56,622
A13116,1000184,38,2014/9/27 17:34,1050
A13116,1000057,38,2014/9/28 7:55,350
A13116,1000216,38,2014/9/28 18:06,600
A13116,1000159,38,2014/9/28 12:01,640
A13116,1000159,38,2014/9/29 11:35,822
A13116,1000057,38,2014/9/29 8:05,320
A13116,1000095,22,2014/9/30 12:57,25
A13116,1000095,22,2014/9/30 13:00,12
A13116,1000095,22,2014/9/30 13:03,24
A13116,1000095,22,2014/10/5 13:45,200
A13116,1000095,22,2014/10/5 13:54,136
A13116,1000095,22,2014/10/9 1:24,11
A13116,1000095,22,2014/10/9 1:24,27
A13116,1000159,38,2014/10/9 11:59,822
A13116,1000159,38,2014/10/9 17:59,744
A13116,1000095,22,2014/10/10 10:29,200
A13116,1000184,38,2014/10/10 12:10,950
A13116,1000095,22,2014/10/12 19:11,88
A13116,1000057,38,2014/10/12 8:14,570
A13116,1000095,22,2014/10/12 19:20,22
A13116,1000095,22,2014/10/12 19:18,84
A13116,1000186,38,2014/10/19 17:24,1190
A13116,1000057,38,2014/10/20 7:45,370
A13116,1000003,30,2014/10/20 17:01,600
A13116,1000159,38,2014/10/20 12:00,844
A13116,1000159,38,2014/10/21 11:22,800
A13116,1000233,36,2014/10/21 17:56,766
A13116,1000057,38,2014/10/22 6:36,450
A13116,1000095,22,2014/10/23 21:52,20
A13116,1000095,22,2014/10/23 22:01,46
A13116,1000095,22,2014/10/23 21:57,27
A13116,1000095,22,2014/10/23 21:50,6
A13116,1000057,38,2014/10/24 6:50,300
A13116,1000095,22,2014/10/25 18:54,200
A13116,1000159,38,2014/10/25 12:11,944
A13116,1000095,22,2014/10/25 18:57,38
A13116,1000095,22,2014/10/25 9:16,200
A13116,1000159,38,2014/10/25 17:51,600
A13116,1000159,38,2014/10/25 17:51,640
A13116,1000060,38,2014/10/25 17:49,450
A13116,1000095,22,2014/10/26 9:57,200
A13116,1000057,38,2014/10/26 8:26,990
A13116,1000216,38,2014/10/26 17:20,1000
A13116,1000057,38,2014/10/27 6:48,420
A13116,1000095,22,2014/10/28 21:42,6
A13116,1000095,22,2014/10/28 21:43,20
A13116,1000095,22,2014/10/28 21:50,43
A13116,1000095,22,2014/10/28 21:46,25
A13116,1000057,38,2014/10/28 6:50,420
A13116,1000057,38,2014/10/29 7:00,370
A13116,1000002,99,2014/10/30 17:08,772
A13116,1000212,38,2014/10/30 11:59,900
A13116,1000095,22,2014/10/30 22:35,193
A13116,1000095,22,2014/10/30 22:37,35
A13116,1000057,38,2014/10/30 9:25,450
A13116,1000095,22,2014/11/8 21:13,200
A13116,1000159,38,2014/11/8 12:02,844
A13116,1000213,38,2014/11/8 18:28,800
A13116,1000213,38,2014/11/8 18:28,150
A13116,1000184,38,2014/11/9 11:10,900
A13116,1000212,38,2014/11/9 17:23,900
A13116,1000184,38,2014/11/9 11:11,1000
A13116,1000213,38,2014/11/9 17:24,800
A13116,1000095,22,2014/11/9 20:02,56
A13116,1000095,22,2014/11/9 19:56,51
A13116,1000057,38,2014/11/10 7:01,500
A13116,1000057,38,2014/11/12 7:09,300
A13116,1000095,22,2014/11/12 21:04,28
A13116,1000095,22,2014/11/12 21:09,38
A13116,1000095,22,2014/11/12 21:01,19
A13116,1000057,38,2014/11/13 7:04,270
A13116,1000095,22,2014/11/15 22:18,86
A13116,1000095,22,2014/11/15 22:12,32
A13116,1000213,38,2014/11/15 12:05,1600
A13116,1000159,38,2014/11/15 17:20,744
A13116,1000057,38,2014/11/16 7:58,240
A13116,1000159,38,2014/11/16 17:58,644
A13116,1000159,38,2014/11/16 17:58,400
A13116,1000060,38,2014/11/16 17:56,200
A13116,1000060,38,2014/11/16 17:56,200
A13116,1000057,38,2014/11/17 7:51,500
A13116,1000057,38,2014/11/17 7:50,420
A13116,1000095,22,2014/11/21 13:39,200
A13116,1000095,22,2014/11/21 13:42,43
A13116,1000095,22,2014/11/23 1:05,185
A13116,1000095,22,2014/11/23 1:05,72
A13116,1000095,22,2014/11/25 13:52,6
A13116,1000095,22,2014/11/25 14:05,195
A13116,1000095,22,2014/11/25 14:09,73
A13116,1000095,22,2014/11/27 1:19,67
A13116,1000095,22,2014/11/27 1:19,126
A13116,1000095,22,2014/11/1 8:50,22
A13116,1000095,22,2014/11/1 8:47,6
A13116,1000184,38,2014/11/1 11:51,900
A13116,1000184,38,2014/11/1 11:51,1100
A13116,1000213,38,2014/11/2 17:04,1600
A13116,1000212,38,2014/11/2 10:53,900
A13116,1000212,38,2014/11/2 10:52,900
A13116,1000060,38,2014/11/2 17:20,350
A13116,1000095,22,2014/11/2 22:45,200
A13116,1000095,22,2014/11/3 14:03,83
A13116,1000095,22,2014/11/3 13:57,195
A13116,1000057,38,2014/11/4 6:54,790
A13116,1000057,38,2014/11/5 6:58,250
A13116,1000057,38,2014/11/6 7:06,450
A13116,1000095,22,2014/12/14 14:34,195
A13116,1000095,22,2014/12/14 14:43,140
A13116,1000213,267,2014/12/25 12:01,800
A13116,1000095,22,2014/12/15 1:05,14
A13116,1000095,22,2014/12/1 1:17,86
A13116,1000095,22,2014/12/1 1:17,38
A13116,1000095,22,2014/12/1 1:17,20
A13116,1000095,22,2014/12/1 1:17,75
A13116,1000095,22,2014/12/1 1:17,27
A13116,1000098,26,2014/12/2 14:43,570
A13116,1000095,22,2014/12/3 11:33,94
A13116,1000095,22,2014/12/3 11:44,152
A13116,1000095,22,2014/12/3 11:25,12
A13116,1000031,269,2015/1/8 8:28,800
A13116,1000031,269,2015/1/8 8:28,400
A13116,1000215,269,2015/1/8 12:44,1500
A13116,1000184,267,2015/1/12 17:13,1300
A13116,1000040,269,2015/1/12 11:57,1050
A13121,1000095,22,2014/9/19 22:11,62
A13121,1000062,33,2014/9/20 17:19,666
A13121,1000057,38,2014/9/20 9:18,150
A13121,1000232,36,2014/9/21 16:54,700
A13121,1000105,33,2014/9/21 11:38,130
A13121,1000095,22,2014/9/21 1:12,91
A13121,1000062,33,2014/9/21 11:28,766
A13121,1000061,33,2014/9/22 17:24,888
A13121,1000105,33,2014/9/22 12:02,280
A13121,1000062,33,2014/9/23 11:36,866
A13121,1000057,38,2014/9/23 8:43,500
A13121,1000095,22,2014/9/23 16:14,104
A13121,1000010,30,2014/9/27 11:04,800
A13121,1000095,22,2014/9/28 1:19,200
A13121,1000095,22,2014/9/28 1:22,49
A13121,1000095,22,2014/9/28 1:22,51
A13121,1000062,33,2014/9/28 11:12,866
A13121,1000040,34,2014/9/28 17:52,1100
A13121,1000095,22,2014/9/29 1:29,200
A13121,1000095,22,2014/10/1 10:09,64
A13121,1000062,33,2014/10/1 11:54,666
A13121,1000095,22,2014/10/2 1:08,75
A13121,1000062,33,2014/10/2 11:35,616
A13121,1000095,22,2014/10/2 19:24,92
A13121,1000062,33,2014/10/3 11:15,1116
A13121,1000095,22,2014/10/4 1:05,97
A13121,1000062,33,2014/10/4 11:39,810
A13121,1000095,22,2014/10/5 1:05,72
A13121,1000233,36,2014/10/5 17:12,138
A13121,1000095,22,2014/10/6 1:08,72
A13121,1000213,38,2014/10/6 10:42,50
A13121,1000213,38,2014/10/7 11:20,50
A13121,1000095,22,2014/10/7 1:10,68
A13121,1000062,33,2014/10/8 11:51,666
A13121,1000213,38,2014/10/8 18:09,800
A13121,1000213,38,2014/10/8 18:09,800
A13121,1000095,22,2014/10/8 16:40,94
A13121,1000095,22,2014/10/8 17:49,100
A13121,1000061,33,2014/10/9 11:56,766
A13121,1000105,33,2014/10/9 11:55,280
A13121,1000095,22,2014/10/10 1:27,75
A13121,1000105,33,2014/10/10 14:44,400
A13121,1000105,33,2014/10/10 14:44,20
A13121,1000105,33,2014/10/10 14:45,300
A13121,1000038,34,2014/10/10 17:10,866
A13121,1000095,22,2014/10/11 1:27,81
A13121,1000105,33,2014/10/11 11:25,300
A13121,1000062,33,2014/10/11 11:12,1166
A13121,1000187,38,2014/10/11 17:34,990
A13121,1000060,38,2014/10/11 17:35,200
A13121,1000057,38,2014/10/12 8:18,420
A13121,1000095,22,2014/10/12 1:23,89
A13121,1000062,33,2014/10/12 11:48,666
A13121,1000095,22,2014/10/12 1:23,1
A13121,1000030,34,2014/10/13 9:20,210
A13121,1000030,34,2014/10/13 9:20,180
A13121,1000062,33,2014/10/13 17:04,666
A13121,1000062,33,2014/10/13 11:53,866
A13121,1000105,33,2014/10/13 12:04,180
A13121,1000095,22,2014/10/13 1:19,81
A13121,1000029,34,2014/10/14 18:33,200
A13121,1000029,34,2014/10/14 18:19,400
A13121,1000029,34,2014/10/14 18:20,500
A13121,1000030,34,2014/10/14 8:32,340
A13121,1000030,34,2014/10/14 8:32,180
A13121,1000062,33,2014/10/14 12:02,666
A13121,1000030,34,2014/10/15 9:38,200
A13121,1000030,34,2014/10/15 9:39,180
A13121,1000095,22,2014/10/15 1:28,200
A13121,1000062,33,2014/10/15 11:31,666
A13121,1000030,34,2014/10/15 16:24,900
A13121,1000095,22,2014/10/16 1:33,99
A13121,1000030,34,2014/10/16 12:41,250
A13121,1000047,36,2014/10/16 9:24,180
A13121,1000233,36,2014/10/16 9:06,1000
A13121,1000027,34,2014/10/16 17:39,838
A13121,1000057,38,2014/10/17 9:01,300
A13121,1000213,38,2014/10/17 17:10,800
A13121,1000095,22,2014/10/17 1:28,91
A13121,1000210,38,2014/10/17 11:48,700
A13121,1000005,28,2014/10/18 11:15,900
A13121,1000095,22,2014/10/18 1:13,75
A13121,1000103,33,2014/10/18 17:20,1000
A13121,1000003,30,2014/10/18 7:55,250
A13121,1000003,30,2014/10/18 7:56,50
A13121,1000095,22,2014/10/19 1:11,153
A13121,1000095,22,2014/10/19 10:12,88
A13121,1000062,33,2014/10/19 17:28,1116
A13121,1000095,22,2014/10/20 1:08,99
A13121,1000062,33,2014/10/20 11:47,766
A13121,1000233,36,2014/10/20 9:26,270
A13121,1000103,33,2014/10/20 18:10,1300
A13121,1000057,38,2014/10/21 8:43,350
A13121,1000095,22,2014/10/21 1:23,105
A13121,1000182,38,2014/10/21 11:41,600
A13121,1000060,38,2014/10/21 11:42,200
A13121,1000030,34,2014/10/21 18:12,900
A13121,1000095,22,2014/10/21 21:09,172
A13121,1000213,38,2014/10/22 17:49,800
A13121,1000233,36,2014/10/22 11:21,716
A13121,1000095,22,2014/10/23 1:22,112
A13121,1000062,33,2014/10/23 11:40,666
A13121,1000062,33,2014/10/23 17:12,766
A13121,1000030,34,2014/10/23 9:03,680
A13121,1000030,34,2014/10/24 8:48,430
A13121,1000095,22,2014/10/24 1:33,99
A13121,1000103,33,2014/10/24 17:58,1100
A13121,1000062,33,2014/10/24 11:46,616
A13121,1000095,22,2014/10/25 1:17,118
A13121,1000047,36,2014/10/25 18:53,350
A13121,1000213,38,2014/10/25 18:31,900
A13121,1000095,22,2014/10/26 1:04,100
A13121,1000182,38,2014/10/26 10:56,700
A13121,1000060,38,2014/10/26 10:58,200
A13121,1000182,38,2014/10/26 18:00,600
A13121,1000060,38,2014/10/26 18:02,200
A13121,1000095,22,2014/10/26 17:42,104
A13121,1000057,38,2014/10/27 8:43,300
A13121,1000047,36,2014/10/27 11:31,180
A13121,1000233,36,2014/10/27 11:18,966
A13121,1000213,38,2014/10/27 17:23,900
A13121,1000030,34,2014/10/28 9:43,500
A13121,1000095,22,2014/10/28 1:20,113
A13121,1000027,34,2014/10/28 9:44,100
A13121,1000095,22,2014/10/29 1:22,96
A13121,1000103,33,2014/10/29 17:55,1300
A13121,1000041,34,2014/10/29 10:25,866
A13121,1000041,34,2014/10/29 10:26,22
A13121,1000041,34,2014/10/29 10:26,130
A13121,1000001,30,2014/10/30 16:58,616
A13121,1000031,34,2014/10/30 12:47,600
A13121,1000031,34,2014/10/30 12:50,120
A13121,1000095,22,2014/10/30 1:23,94
A13121,1000233,36,2014/10/30 9:42,480
A13121,1000062,33,2014/10/31 11:26,766
A13121,1000062,33,2014/10/31 11:26,666
A13121,1000233,36,2014/10/31 9:05,170
A13121,1000233,36,2014/10/31 9:05,300
A13121,1000233,36,2014/10/31 9:05,180
A13121,1000095,22,2014/10/31 1:22,94
A13121,1000062,33,2014/10/31 17:08,916
A13121,1000213,38,2014/11/8 12:46,1000
A13121,1000060,38,2014/11/8 18:14,200
A13121,1000185,38,2014/11/8 18:13,990
A13121,1000213,38,2014/11/8 12:46,900
A13121,1000095,22,2014/11/8 1:17,120
A13121,1000182,38,2014/11/9 11:58,800
A13121,1000062,33,2014/11/9 17:38,766
A13121,1000060,38,2014/11/9 11:59,200
A13121,1000062,33,2014/11/10 17:14,966
A13121,1000095,22,2014/11/10 1:04,107
A13121,1000062,33,2014/11/10 11:15,766
A13121,1000095,22,2014/11/11 17:41,91
A13121,1000213,38,2014/11/11 18:00,900
A13121,1000095,22,2014/11/11 1:20,68
A13121,1000233,36,2014/11/11 8:46,270
A13121,1000062,33,2014/11/11 11:36,766
A13121,1000030,34,2014/11/12 9:41,680
A13121,1000030,34,2014/11/12 12:00,700
A13121,1000232,36,2014/11/12 17:31,870
A13121,1000210,38,2014/11/13 11:24,800
A13121,1000095,22,2014/11/15 1:17,112
A13121,1000030,34,2014/11/15 9:30,500
A13121,1000062,33,2014/11/15 11:39,566
A13121,1000233,36,2014/11/16 12:17,1000
A13121,1000103,33,2014/11/16 17:13,1300
A13121,1000095,22,2014/11/16 11:46,97
A13121,1000182,38,2014/11/17 10:46,800
A13121,1000060,38,2014/11/17 10:47,200
A13121,1000095,22,2014/11/18 11:23,137
A13121,1000060,38,2014/11/18 12:04,200
A13121,1000159,38,2014/11/18 12:03,666
A13121,1000187,38,2014/11/18 17:47,990
A13121,1000060,38,2014/11/18 17:47,200
A13121,1000095,22,2014/11/20 1:19,68
A13121,1000095,22,2014/11/21 18:05,91
A13121,1000030,34,2014/11/21 9:47,500
A13121,1000030,34,2014/11/21 9:47,180
A13121,1000095,22,2014/11/21 1:18,94
A13121,1000062,33,2014/11/21 11:38,666
A13121,1000095,22,2014/11/23 18:08,126
A13121,1000233,36,2014/11/25 10:56,766
A13121,1000095,22,2014/11/25 1:14,121
A13121,1000182,38,2014/11/26 11:39,800
A13121,1000060,38,2014/11/26 11:41,650
A13121,1000095,22,2014/11/27 1:19,129
A13121,1000095,22,2014/11/27 19:39,102
A13121,1000030,34,2014/11/29 9:46,650
A13121,1000030,34,2014/11/30 17:22,900
A13121,1000095,22,2014/11/30 1:09,97
A13121,1000040,34,2014/11/1 16:35,250
A13121,1000040,34,2014/11/1 16:35,900
A13121,1000181,38,2014/11/2 11:23,2050
A13121,1000095,22,2014/11/2 1:08,102
A13121,1000062,33,2014/11/2 17:13,766
A13121,1000062,33,2014/11/3 17:35,666
A13121,1000095,22,2014/11/3 1:08,110
A13121,1000062,33,2014/11/3 11:03,766
A13121,1000062,33,2014/11/4 11:10,1116
A13121,1000095,22,2014/11/4 18:09,136
A13121,1000062,33,2014/11/5 11:10,666
A13121,1000057,38,2014/11/5 7:59,370
A13121,1000038,34,2014/11/5 17:23,60
A13121,1000038,34,2014/11/5 17:23,882
A13121,1000095,22,2014/11/6 1:19,110
A13121,1000095,22,2014/11/6 1:20,41
A13121,1000233,36,2014/11/6 9:15,530
A13121,1000030,34,2014/11/6 12:04,700
A13121,1000002,99,2014/11/6 17:50,788
A13121,1000011,30,2014/11/6 17:59,300
A13121,1000062,33,2014/11/7 11:06,966
A13121,1000103,33,2014/11/7 17:18,1300
A13121,1000095,22,2014/12/5 1:19,105
A13121,1000062,33,2014/12/22 11:56,866
A13121,1000213,267,2014/12/31 18:06,200
A13121,1000095,22,2014/12/25 1:22,108
A13121,1000095,22,2014/12/11 1:24,108
A13121,1000095,22,2014/12/11 20:38,96
A13121,1000182,267,2014/12/11 12:00,1000
A13121,1000098,26,2014/12/11 19:28,110
A13121,1000060,267,2014/12/11 12:02,200
A13121,1000060,267,2014/12/6 11:26,200
A13121,1000213,267,2014/12/13 11:51,700
A13121,1000095,22,2014/12/13 1:18,89
A13121,1000095,22,2014/12/13 17:46,113
A13121,1000062,33,2014/12/25 11:06,966
A13121,1000233,268,2014/12/31 8:21,500
A13121,1000095,22,2014/12/6 1:17,102
A13121,1000182,267,2014/12/6 11:26,1100
A13121,1000105,33,2014/12/22 12:07,270
A13121,1000095,22,2014/12/31 22:32,102
A13121,1000095,22,2014/12/31 13:55,112
A13121,1000095,22,2014/12/15 1:06,105
A13121,1000057,267,2014/12/15 9:16,440
A13121,1000233,268,2014/12/15 17:08,816
A13121,1000095,22,2014/12/15 22:15,113
A13121,1000233,268,2014/12/22 9:21,300
A13121,1000030,269,2014/12/22 9:25,180
A13121,1000095,22,2014/12/16 1:24,115
A13121,1000095,22,2014/12/8 1:09,97
A13121,1000233,268,2014/12/16 8:40,500
A13121,1000233,268,2014/12/23 8:59,500
A13121,1000233,268,2014/12/16 17:11,816
A13121,1000095,22,2014/12/23 2:07,126
A13121,1000060,267,2014/12/9 17:50,200
A13121,1000240,136,2014/12/9 15:04,1500
A13121,1000181,267,2014/12/9 17:36,1716
A13121,1000031,269,2014/12/10 9:45,250
A13121,1000030,269,2014/12/10 9:43,500
A13121,1000233,268,2014/12/17 9:15,500
A13121,1000062,33,2014/12/10 11:58,466
A13121,1000095,22,2014/12/27 1:29,89
A13121,1000233,268,2014/12/27 11:04,1000
A13121,1000095,22,2014/12/18 1:21,112
A13121,1000062,33,2014/12/27 17:44,966
A13121,1000233,268,2014/12/28 10:55,1000
A13121,1000047,268,2014/12/18 10:17,400
A13121,1000233,268,2014/12/18 9:58,1100
A13121,1000062,33,2014/12/23 11:56,566
A13121,1000233,268,2014/12/19 9:29,500
A13121,1000062,33,2014/12/28 17:05,866
A13121,1000095,22,2014/12/29 10:28,176
A13121,1000095,22,2014/12/19 18:03,153
A13121,1000233,268,2014/12/29 10:51,1000
A13121,1000047,268,2014/12/29 10:48,400
A13121,1000047,268,2014/12/24 10:37,350
A13121,1000213,267,2014/12/19 18:24,700
A13121,1000062,33,2014/12/19 12:00,866
A13121,1000062,33,2014/12/29 17:00,766
A13121,1000233,268,2014/12/20 10:35,1088
A13121,1000095,22,2014/12/1 1:17,108
A13121,1000095,22,2014/12/1 17:40,121
A13121,1000233,268,2014/12/24 10:38,1000
A13121,1000233,268,2014/12/30 8:54,500
A13121,1000095,22,2014/12/3 10:36,150
A13121,1000212,38,2014/12/3 11:15,900
A13121,1000233,268,2014/12/21 9:41,500
A13121,1000095,22,2014/12/21 1:06,112
A13121,1000030,269,2014/12/4 9:11,320
A13121,1000030,269,2014/12/4 9:12,150
A13121,1000062,33,2014/12/4 11:58,766
A13121,1000095,22,2014/12/5 10:29,72
A13121,1000030,269,2015/1/4 10:41,780
A13121,1000233,268,2015/1/1 10:44,1000
A13121,1000095,22,2015/1/2 11:24,150
A13121,1000057,267,2015/1/2 11:44,150
A13121,1000213,267,2015/1/2 11:47,100
A13121,1000030,269,2015/1/3 12:15,200
A13121,1000047,268,2015/1/5 10:09,420
A13121,1000047,268,2015/1/5 9:47,520
A13121,1000233,268,2015/1/5 9:48,1000
